revenue,class,id,budget,starpower,certification,year,month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,rating,ratingClass
191502426,8,tt0101272,30000000,11000920558,11,1991,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.8,6
152368585,8,tt0101393,75000000,19781169355,6,1991,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.7,6
6153939,2,tt0101410,9000000,22026008332,6,1991,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7,7
377350553,9,tt0101414,25000000,27872758981,14,1991,11,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,8.0,8
57504069,5,tt0101507,6500000,13348646490,6,1991,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8,7
49114016,5,tt0101516,30000000,11283408125,6,1991,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,6
182300000,8,tt0101540,35000000,16604454500,6,1991,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.3,7
124033791,7,tt0101587,26000000,16192103417,11,1991,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.7,6
1193062,2,tt0101615,6000000,1414703562,24,1991,10,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2.8,2
13760640,3,tt0101700,4000000,1812712030,6,1991,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.7,7
25196249,4,tt0101757,10000000,4911660967,11,1991,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.1,6
30102717,4,tt0101764,15000000,3117658195,6,1991,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5.5,5
13878334,3,tt0101775,6788000,5331223484,11,1991,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.8,5
4603929,2,tt0101786,17000000,6222829010,11,1991,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6
41895491,5,tt0101889,24000000,15465725354,6,1991,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6,7
34872033,4,tt0101917,11000000,14774123295,6,1991,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.9,4
7434726,2,tt0102005,23000000,10747829144,6,1991,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,6
15556340,3,tt0102034,30000000,8475533873,6,1991,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.1,4
300854823,9,tt0102057,70000000,45816030776,24,1991,12,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.7,6
181096164,8,tt0102059,26000000,13400114333,11,1991,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.7,6
17218080,3,tt0102070,65000000,9925399662,6,1991,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5
205405498,9,tt0102138,40000000,70160778531,6,1991,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8.0,8
32482682,4,tt0102175,14000000,33863918488,6,1991,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.5,6
59509925,5,tt0102266,29000000,20736118983,6,1991,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,6
20246790,4,tt0102460,23000000,17248719531,6,1991,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5.9,5
47624253,5,tt0102526,8500000,12275147973,6,1991,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.6,6
8479793,2,tt0102558,40000000,8953579954,11,1991,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,4
39673161,4,tt0102614,14000000,10128537691,6,1991,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,6
83531958,6,tt0102685,24000000,15064826741,6,1991,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2,7
24941969,4,tt0102729,17010000,5217984709,24,1991,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.7,5
390493908,9,tt0102798,48000000,45103243067,11,1991,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,6
11657385,3,tt0102802,18000000,3616399796,14,1991,8,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,6.0,6
62000000,5,tt0102803,42000000,23722677773,24,1991,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.4,6
2275557,2,tt0102915,8000000,6746257260,6,1991,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1,6
174999005,8,tt0102945,19000000,8140797971,6,1991,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.2,6
96900000,6,tt0102975,27000000,20477634273,24,1991,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.2,7
520000000,9,tt0103064,100000000,46945350785,16,1991,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8.5,8
45361000,5,tt0103074,16000000,16395168220,6,1991,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.4,7
63710000,5,tt0103241,35000000,8168176213,24,1991,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7
159773545,8,tt0103644,50000000,25584578460,6,1992,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6.4,6
2019469,2,tt0103759,1000000,3898542422,21,1992,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1,7
352927224,9,tt0103772,49000000,31523320632,6,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.9,6
280000000,9,tt0103776,80000000,19744360013,11,1992,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,7
411006740,9,tt0103855,25000000,25262961120,6,1992,11,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,6.2,6
215862692,9,tt0103874,40000000,30186724290,6,1992,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.5,7
25792310,4,tt0103919,6000000,10311832450,6,1992,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6.6,6
22518097,4,tt0103924,24000000,4575708255,11,1992,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7,5
14110589,3,tt0104009,30000000,13405886746,11,1992,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.8,4
62548947,5,tt0104036,3705538,12770640496,6,1992,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,7.3,7
149022650,7,tt0104070,55000000,16552564910,11,1992,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.5,6
4836637,2,tt0104107,17000000,12643780902,6,1992,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,7
137783840,7,tt0104231,60000000,17683113452,11,1992,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6.5,6
243240178,9,tt0104257,40000000,24739474415,6,1992,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7,7
88036683,6,tt0104389,11700000,5179946815,6,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,6
12534961,3,tt0104409,5000000,651648715,6,1992,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.5,5
75505856,6,tt0104691,40000000,9401034333,6,1992,9,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,7.8,7
32101000,4,tt0104692,10000000,6088160182,6,1992,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5.4,5
107458785,7,tt0104694,40000000,23686545044,24,1992,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7
1862805,2,tt0104779,5000000,4877617415,6,1992,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7.2,7
48169908,5,tt0104797,34000000,24514604533,11,1992,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.7,7
2040920,2,tt0104815,220000,150319850,6,1992,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,6
50752337,5,tt0104868,10000000,4780955698,24,1992,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,6
64088552,5,tt0104952,11000000,15906253796,6,1992,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,7
44065653,5,tt0105104,15000000,7786015541,6,1992,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.8,5
178051587,8,tt0105112,45000000,50192542841,6,1992,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.9,6
4651977,2,tt0105211,35000000,17661907450,11,1992,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9,6
37170057,4,tt0105217,12000000,7011612978,6,1992,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,6.0,6
14661007,3,tt0105236,1200000,12759153314,21,1992,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.3,8
134095253,7,tt0105323,31000000,19198028884,6,1992,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,8
48017402,5,tt0105414,16000000,4039934663,6,1992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,6
231605150,9,tt0105417,31000000,23648513460,24,1992,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3,6
10736401,3,tt0105466,25000000,4559329283,24,1992,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1,6
33946224,4,tt0105488,3000000,3691479760,24,1992,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.2,7
4160851,2,tt0105665,10000000,17503380057,6,1992,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.2,7
156563139,8,tt0105690,35000000,16865018502,6,1992,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,6
159157447,8,tt0105695,14000000,30969036175,6,1992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.2,8
121697323,7,tt0105793,20000000,17689615314,11,1992,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,7
2850263,2,tt0106233,2600000,12900005088,24,1993,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6
36733909,4,tt0106246,32000000,14611607738,6,1993,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.1,7
5617391,2,tt0106364,6000000,7990142814,24,1993,12,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.9,7
17287898,3,tt0106489,22000000,9133486120,6,1993,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8,7
36516012,4,tt0106519,30000000,25504125074,6,1993,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.9,7
1753979,2,tt0106521,1000000,6392737341,6,1993,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.5,3
6980986,2,tt0106557,900000,841062733,6,1993,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.2,4
255000211,9,tt0106582,70000000,16415510449,6,1993,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,6
154864401,8,tt0106611,14000000,5164345534,24,1993,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,6
13609396,3,tt0106627,6000000,5297487112,6,1993,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.7,5
7993039,2,tt0106677,6900000,16228573625,6,1993,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7,7
159055768,8,tt0106697,57000000,33067185246,6,1993,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,6
117270765,7,tt0106701,35000000,5924470498,24,1993,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5,5
2341309,2,tt0106761,3500000,5012472886,11,1994,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.7,3
63513743,5,tt0106770,14000000,11310360172,11,1993,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,7
40903593,5,tt0106856,25000000,12002684573,6,1993,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.6,7
270248367,9,tt0106918,42000000,30334857208,6,1993,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6.8,6
6739141,2,tt0106950,8000000,5530309054,6,1992,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.9,5
153698625,8,tt0106965,20000000,10658359467,24,1993,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.9,5
368875760,9,tt0106977,44000000,54213424652,11,1993,8,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7.8,7
44456478,5,tt0107034,17000000,6822464004,6,1993,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6.4,6
70906973,6,tt0107048,14600000,19266362733,24,1993,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8.0,8
74189677,6,tt0107076,18000000,13176015334,6,1993,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1,6
39514713,4,tt0107120,28000000,10336956909,24,1993,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.7,6
133752825,7,tt0107144,25000000,12024305616,11,1993,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.6,6
6933459,2,tt0107156,1000000,761897726,6,1993,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.7,7
176997168,8,tt0107206,40000000,28648309584,6,1993,7,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,7.2,7
65796862,6,tt0107207,13000000,26744487970,6,1993,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.1,8
266614059,9,tt0107211,38000000,33291680538,6,1993,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8,5
15938065,3,tt0107254,3000000,2385793538,6,1993,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.3,4
920100000,9,tt0107290,63000000,52629879258,11,1993,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.1,8
2395231,2,tt0107302,9000000,8042723019,6,1993,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,6
137298489,7,tt0107362,85000000,27601153087,11,1993,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.3,6
8556940,2,tt0107387,900000,14971040697,6,1993,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.7,4
12974636,3,tt0107504,6000000,9391754103,6,1993,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5.1,5
27900000,4,tt0107554,3500000,17691370676,6,1993,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,7
441286195,9,tt0107614,25000000,24688750808,11,1993,11,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.9,6
75634409,6,tt0107688,18000000,5225311444,24,1993,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.0,8
6582052,2,tt0107745,13000000,6372615264,14,1993,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,6
3283371,2,tt0107750,6000000,1273713881,11,1993,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6
206678440,9,tt0107818,26000000,40080520073,11,1993,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7,7
116700000,7,tt0107822,7000000,12571545841,6,1993,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.6,7
23237911,4,tt0107943,11500000,24510347243,24,1993,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.9,7
35739755,4,tt0107977,20000000,12938181747,11,1993,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6
10696210,3,tt0107978,22000000,15671824048,11,1993,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,4
22750363,4,tt0108002,12000000,17137623930,24,1993,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,7
321365567,9,tt0108052,22000000,33640308398,6,1993,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8.9,8
227799884,9,tt0108160,21000000,26914497919,24,1993,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.8,6
116300000,7,tt0108162,40000000,13558795027,6,1993,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.9,4
11585483,3,tt0108174,20000000,10388135635,11,1993,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.4,6
42000000,5,tt0108308,21000000,8393021033,24,1993,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4.8,4
56505065,5,tt0108358,25000000,37439083773,6,1993,12,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.8,7
12281551,3,tt0108399,12500000,48516410856,6,1993,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8.0,8
30000000,4,tt0108550,11000000,25353310001,11,1993,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.8,7
16671505,3,tt0109190,50000000,6126322043,24,1994,7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0,6
178104,1,tt0109370,11000000,19255977042,24,1995,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,5
8009329,2,tt0109402,26000000,9431225642,11,1994,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.8,5
215887717,9,tt0109444,62000000,35074859583,11,1994,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.9,6
3151130,2,tt0109445,27000,3570035026,6,1994,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,7
7411659,2,tt0109447,19000000,6957785767,24,1994,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.3,5
19726050,3,tt0109456,40000000,12540172088,6,1994,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,5.1,5
94000000,6,tt0109506,15000000,9312814133,6,1994,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.6,7
214015089,9,tt0109635,55000000,16821430024,6,1994,12,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,6.0,6
247275374,9,tt0109686,16000000,33201659611,11,1994,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,7
5887457,2,tt0109707,18000000,33239890840,6,1994,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.9,7
677945399,9,tt0109830,55000000,72099737876,11,1994,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.8,8
254700832,9,tt0109831,6000000,19692464417,6,1994,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.1,7
112006296,7,tt0109836,45000000,33648512997,6,1994,11,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,6.4,6
3049135,2,tt0110005,5000000,9318910541,6,1994,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.4,7
26325256,4,tt0110066,10500000,2755223814,24,1995,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.9,5
37000000,4,tt0110216,60000000,27311023377,11,1994,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.6,4
418961,1,tt0110265,1500000,3764541920,6,1993,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.5,6
160638883,8,tt0110322,30000000,17619626971,6,1994,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7.5,7
351583407,9,tt0110475,23000000,24344102558,11,1994,7,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,6.9,6
15119639,3,tt0110598,3000000,3836983837,6,1994,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.2,7
50282766,5,tt0110632,34000000,38323520039,6,1994,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.3,7
106683817,7,tt0110638,31000000,10964954740,11,1994,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.5,6
49000000,5,tt0110725,50000000,14393845306,6,1994,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.4,4
4350774,2,tt0110759,9000000,9797193889,11,1994,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,6
13670688,3,tt0110763,27000000,32746685130,14,1994,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.0,6
213928762,9,tt0110912,8000000,62842091372,6,1994,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.9,8
20079850,4,tt0110950,11500000,19799812744,11,1994,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6,6
11439193,3,tt0110955,11000000,19148889789,6,1994,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,6
24332324,4,tt0110971,40000000,16807974738,11,1994,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.1,6
185898,1,tt0110978,600000,5329427382,6,1994,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.2,3
189833357,8,tt0111070,22000000,9647704047,24,1994,11,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6.4,6
7820688,2,tt0111127,13000000,7218430413,6,1994,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.7,6
48063435,5,tt0111143,25000000,24644403237,11,1994,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6.0,6
28341469,4,tt0111161,25000000,33688288773,6,1994,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.3,9
170362582,8,tt0111255,45000000,11427192348,6,1994,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,5
350448145,9,tt0111257,30000000,45449448145,6,1994,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7
120000000,7,tt0111280,38000000,22406418191,24,1994,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.6,6
196567262,8,tt0111282,55000000,14861333550,11,1994,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,7
99423521,6,tt0111301,35000000,13022338297,11,1994,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8,3
7690013,2,tt0111323,7400000,4780737838,6,1994,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1,6
101646581,7,tt0111438,27000000,12069420036,6,1994,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5.8,5
378882411,9,tt0111503,115000000,17280446992,6,1994,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2,7
2616503,2,tt0111579,2800000,740183241,6,1994,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,8
107879496,7,tt0112346,62000000,15448599768,11,1995,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.8,6
355237933,9,tt0112384,52000000,42448169301,24,1995,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6,7
30303072,4,tt0112401,50000000,14125658274,6,1995,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,6
254134910,9,tt0112431,30000000,27720383621,14,1995,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6.8,6
141407024,7,tt0112442,19000000,23420961350,6,1995,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.8,6
336529144,9,tt0112462,100000000,26795028064,11,1995,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4,5
5535405,2,tt0112471,2500000,2764155820,6,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.1,8
26488734,4,tt0112508,10000000,13262125744,11,1995,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6
23450000,4,tt0112571,21000000,13344040710,6,1995,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4,6
210000000,9,tt0112573,72000000,41942576954,6,1995,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8.4,8
116112375,7,tt0112641,52000000,22276530033,6,1995,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.2,8
287928194,9,tt0112642,50000000,40131460072,24,1995,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.0,6
1738611,2,tt0112682,18000000,5671263709,6,1995,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.7,7
13071518,3,tt0112688,25000000,26188075384,6,1995,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.9,6
152022101,8,tt0112715,50000000,27086687291,11,1995,6,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5.1,5
157387195,8,tt0112740,53000000,17929953789,6,1995,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.3,7
18517322,3,tt0112760,98000000,20407735409,11,1995,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,5
25405445,4,tt0112851,7000000,17153373777,6,1995,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2,7
366101666,9,tt0112864,90000000,29827027628,6,1995,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.6,7
22200000,4,tt0112883,25000000,13525361913,11,1994,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.7,6
127600435,7,tt0113071,55000000,14356457487,11,1995,7,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.9,5
4300000,2,tt0113101,4000000,23246264476,6,1995,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6
28215918,4,tt0113118,3500000,13358348720,6,1995,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,7
