revenue,class,id,budget,starpower,certification,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,rating,ratingClass,month1,month2
-0.07395160674296644,4,tt0384793,-0.036074076007992596,0.08249807255709667,-0.23076923076923062,0.30434782608696764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0.6,-0.8660254037844384,-0.5000000000000004
1.1074257774448868,9,tt0385752,1.4201672767135434,1.0306511242779455,-0.23076923076923062,0.39130434782609314,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1,0.6,-2.4492935982947064e-16,1.0
1.1016097326744705,9,tt0386588,0.7516914365604692,0.3082501286384326,0.15384615384615397,0.21739130434784215,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.6,0.7,0.8660254037844386,0.5000000000000001
-1.6599281230885776,2,tt0386741,-0.209568088873526,0.04964337965088966,-0.6153846153846153,0.30434782608696764,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,0.7,1.0,6.123233995736766e-17
0.3226320778650182,6,tt0387131,0.022942181251361497,0.3925905795089397,-0.6153846153846153,0.21739130434784215,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.5,0.8,-0.8660254037844384,-0.5000000000000004
-2.340841040053145,1,tt0387808,0.15198665631002733,0.1174722123995631,-0.6153846153846153,0.30434782608696764,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,0.7,-1.0,-1.8369701987210297e-16
0.05273904084316978,5,tt0387877,0.5135414077850017,0.34195421587286057,-0.6153846153846153,0.30434782608696764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6,0.6,-1.0,-1.8369701987210297e-16
-0.1039227053285586,4,tt0388500,0.022942181251361497,0.044675676684359726,-0.6153846153846153,0.21739130434784215,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,0.6,1.2246467991473532e-16,-1.0
0.7233967768158099,8,tt0388795,-0.38744468328165316,0.331938654659372,-0.6153846153846153,0.21739130434784215,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.7,0.8,-1.0,-1.8369701987210297e-16
0.2767136826761562,6,tt0389722,0.15198665631002733,0.3628679032610231,-0.6153846153846153,0.39130434782609314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.6,0.7,-0.8660254037844386,0.5
